df_index;Key;Priority;TimeEstimate;TimeOriginalEstimate;DeltaDueCreate;SizeSummary;SizeDescription;Story;Epic;Task;Bug;Incident;SubTask;CDeliveryManager;CProjectManager;CSeniorDeveloper;CMediorDeveloper;CJuniorDeveloper;CDesigner;CSystemAccount;CTester;CIntern;CClient;CUndefined;ADeliveryManager;AProjectManager;ASeniorDeveloper;AMediorDeveloper;AJuniorDeveloper;ADesigner;ASystemAccount;ATester;AIntern;AClient;AUndefined;RDeliveryManager;RProjectManager;RSeniorDeveloper;RMediorDeveloper;RJuniorDeveloper;RDesigner;RSystemAccount;RTester;RIntern;RClient;RUndefined;WorkRatio;Fitness
1946;AWVNTN-1193;5;0;0;31536000.0;8;15;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;-1.0;0.9545454545454546
1947;AWVNTN-1194;3;0;0;31536000.0;6;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0.0;1.0
1948;AWVNTN-1195;4;0;0;31536000.0;9;28;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;-1.0;0.9545454545454546
1949;AWVNTN-1196;3;0;0;31536000.0;9;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-1.0;1.0
1950;AWVNTN-1197;3;0;0;31536000.0;6;45;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;-1.0;0.9722222222222222
1951;AWVNTN-1198;3;0;0;31536000.0;9;42;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;-1.0;0.9333333333333333
1952;AWVNTN-1199;3;0;0;31536000.0;16;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-1.0;0.9444444444444444
1953;AWVNTN-1200;3;0;0;31536000.0;6;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-1.0;0.9545454545454546
1954;AWVNTN-1201;3;0;0;31536000.0;12;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-1.0;0.9
1955;AWVNTN-1202;3;0;0;31536000.0;5;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-1.0;0.9545454545454546
1956;AWVNTN-1203;3;0;0;31536000.0;5;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-1.0;0.962962962962963
1957;AWVNTN-1204;3;0;0;31536000.0;5;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;-1.0;0.9285714285714286
1958;AWVNTN-1205;3;0;0;31536000.0;8;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;-1.0;1.0
1959;AWVNTN-1206;3;0;0;31536000.0;7;21;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.0;0.9545454545454546
1960;AWVNTN-1207;3;0;0;31536000.0;8;16;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-1.0;1.0
1961;AWVNTN-1208;3;0;0;31536000.0;7;11;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.0;0.9545454545454546
1962;AWVNTN-1209;3;0;0;31536000.0;8;59;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;-1.0;0.9545454545454546
1963;AWVNTN-1210;3;0;0;31536000.0;6;30;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;-1.0;0.96
1964;AWVNTN-1211;3;0;0;31536000.0;5;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;-1.0;0.9545454545454546
1965;AWVNTN-1212;4;0;0;31536000.0;8;14;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;-1.0;1.0
1966;AWVNTN-1213;3;0;0;31536000.0;5;21;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;-1.0;0.9444444444444444
1967;AWVNTN-1214;3;0;0;31536000.0;6;16;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;-1.0;1.0
1968;AWVNTN-1215;3;0;0;31536000.0;9;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-1.0;0.9545454545454546
1969;AWVNTN-1216;3;0;0;31536000.0;8;54;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0.0;1.0
1970;AWVNTN-1217;3;0;0;31536000.0;8;51;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;-1.0;1.0
1971;AWVNTN-1218;3;0;0;31536000.0;6;42;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;-1.0;0.9444444444444444
1972;AWVNTN-1219;3;0;0;31536000.0;6;22;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;-1.0;1.0
1973;AWVNTN-1220;4;0;0;31536000.0;7;20;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;-1.0;1.0
1974;AWVNTN-1221;3;0;0;31536000.0;3;59;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;-1.0;1.0
1975;CONAWVNSYNC-29;3;0;7200;31536000.0;8;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;250.0;1.0
1976;AWVNTN-1222;3;0;0;31536000.0;10;16;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-1.0;0.9444444444444444
1977;AWVNTN-1223;2;0;0;31536000.0;17;17;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;-1.0;1.0
1978;AWVNTN-1224;3;0;0;31536000.0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0.0;0.9285714285714286
1979;AWVNTN-1225;3;0;0;31536000.0;9;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;-1.0;0.9545454545454546
1980;AWVNTN-1226;3;0;0;31536000.0;9;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-1.0;0.9545454545454546
1981;AWVNTN-1227;3;0;0;31536000.0;10;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-1.0;0.9411764705882353
1982;CONAF-267;3;0;115200;31536000.0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0.0;1.0
1983;CONAF-268;3;0;54000;31536000.0;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0.0;1.0
1984;CONAF-269;3;0;151200;31536000.0;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0.0;1.0
1985;CONAF-270;3;0;100800;31536000.0;3;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0.0;1.0
1986;AWVNTN-1228;3;0;0;31536000.0;5;117;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-1.0;0.9545454545454546
1987;AWVNTN-1229;3;0;0;31536000.0;5;65;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-1.0;0.9655172413793104
1988;AWVNTN-1230;3;0;0;31536000.0;4;102;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-1.0;0.962962962962963
1989;AWVNTN-1231;3;0;0;31536000.0;5;62;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-1.0;0.9545454545454546
1990;AWVNTN-1232;3;0;0;31536000.0;5;25;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.0;0.9696969696969697
1991;AWVNTN-1233;3;0;0;31536000.0;2;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;-1.0;1.0
1992;AWVNTN-1234;2;0;0;31536000.0;18;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;-1.0;0.9166666666666666
1993;AWVNTN-1235;3;0;0;31536000.0;12;15;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;-1.0;0.9166666666666666
1994;AWVNTN-1236;3;0;0;31536000.0;15;10;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;-1.0;0.9166666666666666
1995;AWVNTN-1237;3;0;0;31536000.0;9;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.0;0.9545454545454546
1996;AWVNTN-1238;4;0;0;31536000.0;10;10;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;-1.0;0.9166666666666666
1997;AWVNTN-1239;3;0;0;31536000.0;11;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-1.0;0.9696969696969697
1998;AWVNTN-1240;2;0;0;31536000.0;7;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;-1.0;1.0
1999;AWVNTN-1241;3;0;0;31536000.0;11;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-1.0;0.9545454545454546
2000;AWVNTN-1242;3;0;0;31536000.0;12;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-1.0;0.9545454545454546
2001;AWVNTN-1243;3;0;0;31536000.0;12;25;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-1.0;0.9411764705882353
2002;AWVNTN-1244;3;0;0;31536000.0;24;24;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;-1.0;1.0
2003;AWVNTN-1245;3;0;0;31536000.0;8;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-1.0;1.0
2004;AWVNTN-1246;2;0;0;31536000.0;15;15;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;-1.0;0.9166666666666666
2005;AWVNTN-1247;3;0;0;31536000.0;6;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.0;0.9545454545454546
2006;AWVNTN-1248;3;0;0;31536000.0;8;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;-1.0;1.0
2007;AWVNTN-1249;2;0;0;31536000.0;15;15;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;-1.0;0.9
2008;AWVNTN-1250;2;0;0;31536000.0;12;12;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;-1.0;0.9166666666666666
2009;AWVNTN-1251;2;0;0;31536000.0;24;24;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;-1.0;0.9166666666666666
2010;AWVNTN-1252;2;0;0;31536000.0;14;14;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;-1.0;0.9166666666666666
2011;AWVNTN-1253;2;0;0;31536000.0;14;14;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;-1.0;0.9166666666666666
2012;AWVNTN-1254;2;0;0;31536000.0;12;12;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;-1.0;0.9166666666666666
2013;AWVNTN-1255;2;0;0;31536000.0;10;10;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;-1.0;0.9166666666666666
2014;AWVNTN-1256;2;0;0;31536000.0;16;16;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;-1.0;0.9166666666666666
2015;AWVNTN-1257;2;0;0;31536000.0;10;10;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;-1.0;0.9166666666666666
2016;AWVNTN-1259;3;0;0;31536000.0;27;27;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;-1.0;0.9166666666666666
2017;AWVNTN-1260;3;0;0;31536000.0;17;17;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;-1.0;0.9166666666666666
2018;AWVNTN-1262;4;0;0;31536000.0;14;14;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;-1.0;0.8
2019;AWVNTN-1263;4;0;0;31536000.0;11;11;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;-1.0;0.9166666666666666
2020;AWVNTN-1264;3;0;0;31536000.0;9;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;-1.0;0.9545454545454546
2021;AWVNTN-1265;2;0;0;31536000.0;11;10;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;-1.0;1.0
2022;AWVNTN-1266;3;0;0;31536000.0;14;14;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;-1.0;0.9230769230769231
2023;AWVNTN-1267;3;0;0;31536000.0;12;12;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;-1.0;0.9230769230769231
2024;AWVNTN-1268;3;0;0;31536000.0;4;13;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;-1.0;1.0
2025;AWVNTN-1269;3;0;135300;31536000.0;6;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;110.0;1.0
2026;AWVNTN-1270;3;0;0;31536000.0;6;28;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;-1.0;0.9545454545454546
2027;AWVNTN-1271;3;0;0;31536000.0;6;93;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;-1.0;0.9583333333333334
2028;AWVNTN-1272;3;0;10800;31536000.0;12;30;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0.0;1.0
2029;AWVNTN-1273;3;0;0;31536000.0;6;61;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-1.0;0.9545454545454546
2030;AWVNTN-1274;3;0;0;31536000.0;6;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;-1.0;0.9545454545454546
2031;AWVNTN-1275;3;0;0;31536000.0;4;15;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-1.0;0.9696969696969697
2032;AWVNTN-1276;3;0;0;31536000.0;4;17;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-1.0;0.9545454545454546
2033;AWVNTN-1277;3;0;0;31536000.0;5;44;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-1.0;0.9545454545454546
2034;AWVNTN-1278;3;0;0;31536000.0;4;95;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-1.0;0.9444444444444444
2035;AWVNTN-1279;3;0;0;31536000.0;4;9;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-1.0;0.9545454545454546
2036;AWVNTN-1280;3;0;0;31536000.0;9;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-1.0;0.9444444444444444
2037;AWVNTN-1281;3;0;0;31536000.0;13;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;-1.0;0.9545454545454546
2038;AWVNTN-1282;4;0;18000;31536000.0;14;14;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0.0;1.0
2039;AWVNTN-1283;3;0;18000;31536000.0;6;33;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;135.0;1.0
2040;AWVNTN-1284;3;0;18000;31536000.0;8;15;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;190.0;1.0
2041;AWVNTN-1285;3;0;10800;31536000.0;10;26;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;108.0;1.0
2042;AWVNTN-1286;3;0;10800;31536000.0;6;17;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0.0;1.0
2043;AWVNTN-1287;3;900;7200;31536000.0;6;29;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;362.0;1.0
2044;AWVNTN-1288;3;28800;28800;31536000.0;8;30;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0.0;1.0
2045;AWVNTN-1289;3;18000;18000;31536000.0;7;28;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0.0;1.0
2046;AWVNTN-1290;3;0;3600;31536000.0;10;12;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;100.0;1.0
2047;AWVNTN-1291;3;0;18000;31536000.0;4;43;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0.0;1.0
2048;AWVNTN-1292;3;0;10800;31536000.0;5;11;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;258.0;1.0
2049;AWVNTN-1293;3;0;18000;31536000.0;5;25;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;115.0;1.0
2050;AWVNTN-1294;3;0;28800;31536000.0;4;36;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;62.0;1.0
2051;AWVNTN-1295;3;0;28800;31536000.0;6;20;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;62.0;1.0
2052;AWVNTN-1296;3;0;18000;31536000.0;5;27;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0.0;1.0
2053;AWVNTN-1297;3;0;28800;31536000.0;6;15;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0.0;1.0
2054;AWVNTN-1298;1;0;0;31536000.0;8;106;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;-1.0;0.9411764705882353
2055;AWVNTN-1299;3;0;10800;31536000.0;7;21;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;291.0;1.0
2056;AWVNTN-1300;3;0;18000;31536000.0;8;20;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;400.0;1.0
2057;AWVNTN-1301;3;0;10800;31536000.0;5;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;433.0;1.0
2058;AWVNTN-1302;3;0;18000;31536000.0;6;46;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;140.0;1.0
2059;AWVNTN-1303;3;0;28800;31536000.0;5;67;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;256.0;1.0
2060;AWVNTN-1304;3;0;10800;31536000.0;6;23;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;208.0;0.9
