df_index;MinerName;dependency_threshold;and_threshold;loop_two_threshold;AverageFitness;PercentageOfFittingTraces;LogFitness;Precision;Generalization;Simplicity;AverageScore;AverageScoreIgnoringSimplicity
0;Heuristics miner;0.7839063310501925;0.28815838237615304;0.5147204096970992;0.8289348449974652;20.47721650307238;0.8265909511756531;0.9730396574333605;0.74873850225572;0.41702127659574467;0.7419335703205726;0.8502376682288486
0;Heuristics miner;0.05329567008511772;0.876676679955299;0.8833066765503418;0.7883032344249623;8.77024978054425;0.786605918376712;0.9999501114178335;0.7056805733838359;0.4201474201474201;0.728520334843513;0.8313113064088773
0;Heuristics miner;0.8138417890881334;0.7508258858259949;0.3566443922620291;0.8533698350755211;9.376745670736574;0.8498450693632735;0.9663344040798755;0.7646686769989561;0.43693693693693697;0.7553274632728224;0.8614576387181175
0;Heuristics miner;0.24911870374923945;0.48926324378656316;0.39193080283857074;0.8232645822916951;8.921873753092331;0.8056200463720229;0.9777875468610714;0.692437844492886;0.40631578947368424;0.7249514407798342;0.8311633245485508
0;Heuristics miner;0.881800685570947;0.08311562660627049;0.43575488843616506;0.809171962669836;11.515441704572659;0.80239512512876;0.9497957156036781;0.775848002821623;0.4358974358974359;0.7426782792481432;0.8449385603650458
0;Heuristics miner;0.8842865254565652;0.5303374471216389;0.16630031722840002;0.8602624707725107;11.603224004468917;0.8631572169382564;0.9458105372853164;0.767806785294319;0.420353982300885;0.7485584439132578;0.857959931117382
0;Heuristics miner;0.569585860869196;0.46272833543531433;0.9272208961478213;0.8246032034960982;8.993695634825633;0.8097521408828314;0.9752258816671524;0.7020273988019515;0.4292035398230088;0.7327650059470527;0.833952161321734
0;Heuristics miner;0.4914255046555166;0.2519067444836442;0.8091908497230563;0.8233477654725142;8.546803926262868;0.8158966924222384;0.9790887098966214;0.681045524358169;0.39579349904397704;0.7198188746928205;0.8278273332424348
0;Heuristics miner;0.10454194929320196;0.4625284020835623;0.19090212467633777;0.757397220894396;8.754289362381295;0.7313044427816711;0.9999667204685758;0.6898225563172484;0.39166666666666666;0.7097132910867218;0.8157288325600734
0;Heuristics miner;0.9190633971825714;0.526687501689907;0.4873794080625664;0.8807901049301421;27.364136940387837;0.891160692264188;0.942406891571237;0.7733335394573324;0.423963133640553;0.7551234173998161;0.8655101786529038
0;Heuristics miner;1.0;1.0;0.0686388860534939;0.744938792793477;8.044050754129758;0.6975027419136647;0.5579799795709908;0.9569339140078397;1.0;0.8149631715930769;0.7532842287907692
0;Heuristics miner;1.0;0.5890081962139125;1.0;0.744938792793477;8.044050754129758;0.6975027419136647;0.5579799795709908;0.9569339140078397;1.0;0.8149631715930769;0.7532842287907692
0;Heuristics miner;0.8932791848096072;0.7732768617369437;0.12292698971882413;0.8650651216855029;11.603224004468917;0.870004656553242;0.9458342310023999;0.7784155875296583;0.4396355353075171;0.7572376188812695;0.8631049800725203
0;Heuristics miner;0.9097935644353731;0.37280776419295564;0.05633369999952066;0.8576775791627667;12.217700103742718;0.8576368672797574;0.94667599473756;0.7579644436099582;0.42616033755274263;0.7471195887657569;0.8541060058367617
0;Heuristics miner;0.8505712291159109;1.0;0.9124788207134155;0.8612873169345084;9.336844625329183;0.8610442473905341;0.9528946873235903;0.7815277725182131;0.45294117647058824;0.762162738311725;0.8652365922587706
0;Heuristics miner;0.9241143630253913;1.0;0.7829236007216365;0.8862774488476355;27.292315058654538;0.8994537713861915;0.9473230646024747;0.7741050501896807;0.44387755102040816;0.7628957786650498;0.8692351878799303
0;Heuristics miner;0.7021456390768346;1.0;0.9208695194307279;0.8591533413348889;9.00965605298859;0.8558074401968536;0.9746108228317272;0.7449273095070769;0.44044321329639885;0.7547836717425229;0.8595638245578976
0;Heuristics miner;0.6601340485314054;0.0;0.5320429388828372;0.6009431650986862;8.738328944218338;0.5540115391148017;0.9751860556208383;0.804676651362272;0.49132947976878616;0.7180338379626456;0.7936019573605988
0;Heuristics miner;0.7323745311224843;1.0;0.8708373985723008;0.8525131774270843;9.448567552469875;0.8498610897490999;0.9721654396508;0.771072149454678;0.4387755102040816;0.758631569184161;0.8652502555108541
0;Heuristics miner;0.3648115355596252;0.9961728778953669;0.859838576120511;0.856182993424433;8.953794589418242;0.850399267795313;0.9754256479074058;0.7094593416061957;0.42857142857142855;0.7424098528773658;0.8470226609793449
0;Heuristics miner;0.414857986986836;0.0;0.4669078820782837;0.5573868211417039;8.331338281062964;0.5110741494490036;0.9722058595566578;0.8286865993192333;0.49390243902439024;0.7130454297604963;0.7860930933391983
0;Heuristics miner;0.32143625442848195;1.0;0.6268684729413821;0.856823400657692;8.953794589418242;0.8514657719718212;0.9754256479074058;0.704396857239614;0.42713567839195976;0.7409453960491679;0.8455486352682373
0;Heuristics miner;0.7216773991581451;0.0;0.23480876879434617;0.6163731250579497;8.85005187135903;0.5723368758498537;0.9724493301271041;0.8207726618597281;0.49041095890410963;0.7250015189872229;0.8031983723482606
0;Heuristics miner;0.062435243444839104;0.7821782172640515;0.47957988167100796;0.7872608831841866;8.77024978054425;0.7843650233995119;0.9999666727766576;0.7049841965744593;0.41092636579572445;0.725784529582757;0.8307372508451012
0;Heuristics miner;0.9062474164151337;0.8387561145891188;1.0;0.7737940651387156;9.879498842869683;0.7583659359276109;0.6165359410546332;0.7853557254199425;0.49193548387096775;0.6669053038710647;0.7252285772044305
0;Heuristics miner;0.0;0.7547119297974165;0.0;0.7860174809027741;8.738328944218338;0.7813573673725482;1.0;0.6815604235394805;0.40930232558139534;0.7192200575059124;0.8225259681474182
0;Heuristics miner;1.0;0.7435197830656795;0.8179919870098592;0.744938792793477;8.044050754129758;0.6975027419136647;0.5579799795709908;0.9569339140078397;1.0;0.8149631715930769;0.7532842287907692
0;Heuristics miner;1.0;0.6754543872655555;0.15122653039336398;0.744938792793477;8.044050754129758;0.6975027419136647;0.5579799795709908;0.9569339140078397;1.0;0.8149631715930769;0.7532842287907692
0;Heuristics miner;0.8529759464236836;0.33362578301840845;0.26948263507346343;0.8307368565563324;9.935360306440028;0.8242429269697611;0.9493140374285812;0.7521625092772823;0.43412526997840173;0.7415846683101495;0.844071134420732
0;Heuristics miner;0.0;0.9107481022603221;0.6925868782993428;0.7883636359283352;8.738328944218338;0.786998915575182;1.0;0.6933622659016356;0.4142857142857143;0.7240029040289213;0.827241967276657
0;Heuristics miner;1.0;0.3816445704463388;0.5453529669305011;0.744938792793477;8.044050754129758;0.6975027419136647;0.5579799795709908;0.9569339140078397;1.0;0.8149631715930769;0.7532842287907692
0;Heuristics miner;0.9221536044578993;0.15117059533737268;0.0;0.8359010887563966;11.842630276913255;0.833033094734422;0.9484019681723481;0.7753878747044635;0.4317673378076063;0.7478645673602036;0.8532303105444027
0;Heuristics miner;0.7401870947454295;0.6986787413036193;1.0;0.7801227555141064;8.443061208203655;0.7750591428674891;0.6265056419949637;0.7349488459236997;0.44910179640718567;0.6476697599599889;0.7138590811442566
0;Heuristics miner;0.7612763796518922;0.2919210420095125;0.0;0.8292236098520526;20.580959221131593;0.8260757174542905;0.9705307296918423;0.7466025492650454;0.4190871369294606;0.7413610064346002;0.8487856296029801
0;Heuristics miner;1.0;0.15621403236567497;0.5123188695614469;0.744938792793477;8.044050754129758;0.6975027419136647;0.5579799795709908;0.9569339140078397;1.0;0.8149631715930769;0.7532842287907692
0;Heuristics miner;0.9136205503809138;0.1594943674075363;0.10395039734311748;0.8368717509570458;11.970313622216903;0.8344055702507749;0.9479684807788561;0.7765817474179161;0.4375;0.7497304947884544;0.853807326384606
0;Heuristics miner;0.8405349787175246;0.9754162655255636;1.0;0.7935453771796528;8.044050754129758;0.7820896079371746;0.5558377123509248;0.7756099752396247;0.4558303886925795;0.6452058633656954;0.7083310215900674
0;Heuristics miner;0.8027067032842864;0.3578436433514875;0.30162423578349773;0.827920684855641;9.360785252573617;0.8193181121943665;0.96892472759988;0.7442078303596249;0.42857142857142855;0.7424061678466436;0.8470177476050487
0;Heuristics miner;0.13582816900709752;0.35421591775273953;0.0;0.797483429654298;19.43180911339877;0.7861912487276324;0.9893251413261513;0.6655243685715448;0.39334637964774954;0.7114198297999359;0.817444313183998
0;Heuristics miner;0.771749935469678;0.3656774811149211;0.0;0.8276942409386435;9.360785252573617;0.819477844504218;0.9689509706570345;0.7523391138332379;0.4243070362473348;0.7433228404190627;0.8496614418096387
0;Heuristics miner;0.5922064081540708;0.3146613346702983;0.5130222007796004;0.8280071367971683;20.24579043970952;0.8208891817533703;0.975695103756951;0.6931208751063169;0.41482965931863724;0.7279131937447684;0.8322743718868121
0;Heuristics miner;0.8562645500156892;0.521727648029035;1.0;0.7807466854384476;8.044050754129758;0.7618815581594283;0.5518853119565679;0.7692324964149089;0.4405594405594406;0.6356059835923412;0.7006214979366414
0;Heuristics miner;0.889450852622727;0.518824583495762;0.1143995386406768;0.8515722311113264;11.603224004468917;0.8519623324397295;0.9458105372853164;0.7603212738356111;0.42184154175588867;0.7448863959970357;0.852568014077418
0;Heuristics miner;0.8455032091253254;0.9249342095207148;0.8647611903599483;0.8550867144758563;9.767775915728992;0.8546779215114568;0.9534548537515897;0.7789281197994329;0.44670050761421315;0.758542548910273;0.8624898960089596
0;Heuristics miner;0.8843067062013705;0.5155753804053511;0.7726367663373608;0.8497473081809302;11.220173968557976;0.8486879284076471;0.9513296818315771;0.7677674399717287;0.4259259259259259;0.7486925889775404;0.856281476661412
0;Heuristics miner;0.653483427474099;0.9493033693452886;0.8629707778618673;0.8614444613913643;9.129359189210758;0.8588815680267164;0.9744315329213411;0.7438624114934456;0.43842364532019706;0.754540512781587;0.8599128019353837
0;Heuristics miner;0.7800770831790929;0.5161485065413295;0.7814169732180957;0.8381689425409831;9.288963370840316;0.8300193616042139;0.9710254946088476;0.7538331484452794;0.42117647058823526;0.7460510140458363;0.8543425285317033
0;Heuristics miner;0.8696637990439263;0.8715521631761581;0.5043732773051499;0.866519613061311;12.01819487670577;0.873003824638573;0.9474069216022601;0.794366792199843;0.44096385542168676;0.7623142955712752;0.8694311089544714
0;Heuristics miner;0.7908029348292027;1.0;0.4994580513730935;0.8559656300901227;9.679993615832736;0.8557888406373946;0.965661746723159;0.7821366530170555;0.436144578313253;0.7599771520358976;0.8679213432767791
0;Heuristics miner;0.7657519614781606;1.0;0.506500440097601;0.8550019099943613;9.576250897773521;0.8540986676847973;0.9683911503241762;0.7910971037996681;0.43640897755610975;0.7627247854185788;0.8714967213727353
0;Heuristics miner;0.7573638349223727;1.0;0.45437932022658667;0.8550427290198654;9.679993615832736;0.8539107242520625;0.9657315106163569;0.789493276585352;0.436144578313253;0.7616030236337068;0.870089172073858
0;Heuristics miner;0.8038664077185804;1.0;0.8893558699397389;0.8620408406359787;9.50442901604022;0.861166180116068;0.9724551819650689;0.7700771970260988;0.44565217391304346;0.7625563483850475;0.8681910732090488
0;Heuristics miner;0.8536255613294086;0.0;0.046405620094417795;0.678465312422841;9.847578006543772;0.6414474962231551;0.9512779047081912;0.811393300999529;0.48387096774193544;0.7312518714681242;0.813712172710187
0;Heuristics miner;0.7582684261933333;1.0;0.9010928199389028;0.8604332673622392;9.097438352884845;0.8585935166085557;0.9720666090779244;0.7851532702827797;0.4453781512605042;0.7657578244958618;0.8725510489076478
0;Heuristics miner;0.8841823832580216;0.047995508068705915;0.8989489357877624;0.7762381863448924;9.92738009735855;0.7584893207115873;0.9577052938078865;0.7799622297543958;0.43718592964824116;0.7377729098888539;0.8379685699690582
0;Heuristics miner;0.6383579022098284;1.0;0.8926643496790535;0.8613113266820589;8.977735216662676;0.859450752643339;0.9735857249193615;0.7398871842213101;0.4381443298969072;0.7532321414299095;0.8582614119409101
0;Heuristics miner;0.6772386397717411;1.0;0.9092148288820259;0.8580813606046316;8.977735216662676;0.8538323731253812;0.9742372740838998;0.7428720140967976;0.4380165289256198;0.7533017944277371;0.858396882928443
