df_index;MinerName;dependency_threshold;and_threshold;loop_two_threshold;AverageFitness;PercentageOfFittingTraces;LogFitness;Precision;Generalization;Simplicity;AverageScore;AverageScoreIgnoringSimplicity
0;Heuristics miner;0.726550691063796;1.0;0.38231283304453306;0.8550264172566717;9.600191525017955;0.8536741891313346;0.9669360764144012;0.7791296726402351;0.4339622641509434;0.7587636076155628;0.8670307221037693
0;Heuristics miner;0.9251078421419094;1.0;0.7263106591804697;0.8864196970480227;27.332216104061928;0.8997745236127648;0.9459532272502107;0.7663689747672596;0.4441687344913151;0.760727658389202;0.8662472996884977
0;Heuristics miner;0.6371941650730886;1.0;0.40723649101053155;0.8637141844193768;9.057537307477457;0.863235253781036;0.9704142517652289;0.7428670370436669;0.4312796208530805;0.7520687735203383;0.8589984910760908
0;Heuristics miner;0.093913986942454;0.513058402421849;0.6063955109572421;0.7769905138730405;8.754289362381295;0.7561145798608275;0.9999667204685758;0.6716233153458058;0.38924731182795697;0.7094569653788447;0.8161935165624741
0;Heuristics miner;0.8603358265196769;1.0;0.7683423821447884;0.8587503102774477;10.573777032958263;0.8606981192279928;0.9502586345013847;0.7872417749649705;0.4387755102040816;0.7587565574869711;0.8654169065812677
0;Heuristics miner;0.7012062814456356;0.9372675427362192;0.8545179206724088;0.8510782292141436;9.440587343388398;0.8469707527345587;0.974066059127316;0.7476743085638471;0.4407582938388625;0.7533942226860423;0.8576061989684356
0;Heuristics miner;0.8083141377027072;1.0;0.6782366950855983;0.8547106711125904;9.552310270529087;0.8534088012317629;0.9693156629410622;0.7776880268762039;0.4392059553349876;0.760230079066211;0.8672381203099522
0;Heuristics miner;0.8368917003290963;0.8752664762461076;0.2704725081638088;0.8577570330072439;9.919399888277074;0.8589185482561763;0.9468416003128762;0.7938955321574721;0.4405594405594406;0.7597634015092583;0.8661647218258641
0;Heuristics miner;0.0;0.8617960673461357;0.337752521953644;0.7872325460173917;8.738328944218338;0.7843432669207389;1.0;0.702437157398782;0.42144638403990026;0.7277790218640184;0.8298899011387245
0;Heuristics miner;1.0;0.8850744632109756;0.44277487736212623;0.744938792793477;8.044050754129758;0.6975027419136647;0.5579799795709908;0.9569339140078397;1.0;0.8149631715930769;0.7532842287907692
0;Heuristics miner;0.2763311584771949;1.0;0.7568181827357053;0.8560335309787719;8.953794589418242;0.849945274274318;0.976253899688025;0.6976269706305149;0.4307304785894207;0.7401612199716832;0.8433048004324373
0;Heuristics miner;1.0;0.8705701396359445;0.05776166706804154;0.744938792793477;8.044050754129758;0.6975027419136647;0.5579799795709908;0.9569339140078397;1.0;0.8149631715930769;0.7532842287907692
0;Heuristics miner;0.8469381333758029;1.0;0.6050106170180247;0.8587288379492547;10.150825951639932;0.8608998289985565;0.9478960544248721;0.7865290661514616;0.43781094527363185;0.7577412259498051;0.8643846528418628
0;Heuristics miner;0.25117432160835446;0.02654603152288597;0.9437687046966395;0.6521503708846824;8.323358071981486;0.6250183272054093;0.9808859760712388;0.6623263695977224;0.3766730401529637;0.6680089391766518;0.7651209055178813
0;Heuristics miner;0.3826809528896259;1.0;0.7303108474452623;0.8574679282770784;8.953794589418242;0.8527118542155263;0.9754256479074058;0.6942752950300488;0.4306930693069307;0.7394654851303659;0.8423896237381777
0;Heuristics miner;0.701773477138507;1.0;0.7162317759257555;0.853004741265264;9.464527970632831;0.850343072422384;0.9734996623451797;0.7586091899419608;0.4403892944038929;0.7563757219890743;0.8617045311841348
0;Heuristics miner;1.0;0.7635598205295407;0.34517840674145456;0.744938792793477;8.044050754129758;0.6975027419136647;0.5579799795709908;0.9569339140078397;1.0;0.8149631715930769;0.7532842287907692
0;Heuristics miner;0.5303646014779954;1.0;0.0;0.8613692893547996;8.977735216662676;0.8594495067432557;0.9727974601342089;0.7185938432134418;0.42512077294685996;0.7444703414123276;0.8509201975674834
0;Heuristics miner;0.39983211361347437;0.0;0.0;0.5573868211417039;8.331338281062964;0.5110741494490036;0.9722058595566578;0.8286865993192333;0.49390243902439024;0.7130454297604963;0.7860930933391983
0;Heuristics miner;0.6278167692674849;1.0;0.0;0.8638716281443888;9.057537307477457;0.8634851109159807;0.9704142517652289;0.7436088845030702;0.4332552693208431;0.7527875084333827;0.8592982548042293
0;Heuristics miner;0.575255169939467;1.0;0.09864404512894681;0.8620091506815509;9.033596680233023;0.8604543833166012;0.971392305251315;0.7236265101213546;0.42857142857142855;0.7463998486564123;0.8523426553514069
0;Heuristics miner;0.5462521066678327;1.0;0.2961930183794191;0.861787368844371;9.025616471151544;0.8599650078978998;0.9721515884929997;0.7227280092984538;0.4305882352941176;0.7468138004824856;0.8522223222119415
0;Heuristics miner;0.46486868889947763;1.0;0.20516700338990268;0.8582335759290693;8.953794589418242;0.8539192198317556;0.9754256479074058;0.7074416849751395;0.42647058823529416;0.7418928742617272;0.8470336362705382
